Year;Date Of Incident;Route;Operator;Group Name;Borough;Injury Result Description;Incident Event Type;Victim Category;Victims Sex;Victims Age
2016;01/02/2016;8;East London;Stagecoach;Hackney;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2016;01/02/2016;8;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;8;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;8;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;10;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;10;London United;London United;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;11;London General;Go-Ahead;City of London;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;11;London General;Go-Ahead;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;11;London General;Go-Ahead;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;12;London Central;Go-Ahead;Southwark;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;12;London Central;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;12;London Central;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;13;London Sovereign;London United;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;13;London Sovereign;London United;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;14;London General;Go-Ahead;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;15;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2016;01/02/2016;15;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Collision Incident;Bus Driver;Male;Adult
2016;01/02/2016;15;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;15;East London;Stagecoach;Tower Hamlets;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;16;Metroline;Metroline;Brent;Injuries treated on scene;Collision Incident;Pedestrian;Male;Child
2016;01/02/2016;16;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Bus Driver;Female;Adult
2016;01/02/2016;16;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;18;Metroline West;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;18;Metroline West;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;18;Metroline West;Metroline;Westminster;Injuries treated on scene;Assault;Passenger;Male;Unknown
2016;01/02/2016;18;Metroline West;Metroline;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;18;Metroline West;Metroline;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;19;London General;Go-Ahead;Camden;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;21;London Central;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;23;Tower Transit;Tower Transit;City of London;Injuries treated on scene;Onboard Injuries;Pedestrian;Unknown;Unknown
2016;01/02/2016;24;Metroline;Metroline;Camden;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;24;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Pedestrian;Male;Adult
2016;01/02/2016;25;Tower Transit;Tower Transit;None London Borough;Injuries treated on scene;Collision Incident;Pedestrian;Female;Unknown
2016;01/02/2016;26;Tower Transit;Tower Transit;Hackney;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;27;London United;London United;Camden;Injuries treated on scene;Collision Incident;Motorcyclist;Male;Adult
2016;01/02/2016;27;London United;London United;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;27;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;3rd Party driver / Occupant;Female;Adult
2016;01/02/2016;29;Arriva London North;Arriva London;Camden;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;31;Tower Transit;Tower Transit;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;31;Tower Transit;Tower Transit;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;31;Tower Transit;Tower Transit;Camden;Reported Minor Injury - Treated at Hospital;Assault;Bus Driver;Male;Adult
2016;01/02/2016;31;Tower Transit;Tower Transit;Kensington & Chelsea;Reported Minor Injury - Treated at Hospital;Collision Incident;3rd Party driver / Occupant;Female;Unknown
2016;01/02/2016;32;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;33;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;34;Metroline;Metroline;Barnet;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Female;Adult
2016;01/02/2016;34;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;34;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;34;Metroline;Metroline;Waltham Forest;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;36;London Central;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;37;Metrobus;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;38;Arriva London North;Arriva London;Camden;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2016;01/02/2016;38;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;38;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;40;Abellio London;Abellio;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;41;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;41;Arriva London North;Arriva London;None London Borough;Injuries treated on scene;Collision Incident;Bus Driver;Male;Adult
2016;01/02/2016;42;London Central;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;42;London Central;Go-Ahead;Southwark;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;43;Metroline;Metroline;Islington;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;43;Metroline;Metroline;Islington;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Female;Adult
2016;01/02/2016;43;Metroline;Metroline;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;44;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2016;01/02/2016;47;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;47;Selkent;Stagecoach;Southwark;Injuries treated on scene;Collision Incident;Cyclist;Male;Unknown
2016;01/02/2016;48;East London;Stagecoach;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;50;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;50;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;51;Selkent;Stagecoach;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;51;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;51;Selkent;Stagecoach;Greenwich;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;51;Selkent;Stagecoach;Greenwich;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;52;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;52;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Child
2016;01/02/2016;53;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;53;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;54;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;55;East London;Stagecoach;Hackney;Injuries treated on scene;Collision Incident;Bus Driver;Male;Adult
2016;01/02/2016;55;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;55;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;55;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;55;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;55;East London;Stagecoach;Waltham Forest;Reported Minor Injury - Treated at Hospital;Assault;Bus Driver;Male;Adult
2016;01/02/2016;56;East London;Stagecoach;City of London;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2016;01/02/2016;56;East London;Stagecoach;Islington;Injuries treated on scene;Collision Incident;Motorcyclist;Male;Unknown
2016;01/02/2016;56;East London;Stagecoach;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;57;London United;London United;Merton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;57;London United;London United;Merton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;60;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;60;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;60;Arriva London South;Arriva London;Croydon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;62;East London;Stagecoach;Barking & Dagenham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;62;East London;Stagecoach;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;65;London United;London United;Hounslow;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;66;Arriva Kent Thameside;Arriva Kent Thameside;Barking & Dagenham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;66;Arriva Kent Thameside;Arriva Kent Thameside;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;66;Arriva Kent Thameside;Arriva Kent Thameside;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;67;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;67;Arriva London North;Arriva London;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;68;London Central;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;69;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;70;Tower Transit;Tower Transit;Kensington & Chelsea;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;71;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;73;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;73;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;73;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;74;London General;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2016;01/02/2016;75;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2016;01/02/2016;75;Selkent;Stagecoach;Lewisham;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Unknown
2016;01/02/2016;77;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;79;Metroline;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;80;London General;Go-Ahead;Sutton;Reported Minor Injury - Treated at Hospital;Assault;Bus Driver;Female;Adult
2016;01/02/2016;82;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;82;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Pedestrian;Male;Elderly
2016;01/02/2016;82;Metroline;Metroline;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;82;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;82;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;83;Metroline West;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;86;East London;Stagecoach;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;86;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Bus Driver;Female;Adult
2016;01/02/2016;86;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;86;East London;Stagecoach;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;86;East London;Stagecoach;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;88;London General;Go-Ahead;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;88;London General;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;90;Metroline;Metroline;Hillingdon;Injuries treated on scene;Assault;Passenger;Male;Adult
2016;01/02/2016;90;Metroline;Metroline;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;90;Metroline;Metroline;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;92;Metroline West;Metroline;Brent;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;92;Metroline West;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;92;Metroline West;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;92;Metroline West;Metroline;Ealing;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;93;London General;Go-Ahead;Wandsworth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;94;London United;London United;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;94;London United;London United;Westminster;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;97;East London;Stagecoach;Newham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Safety Critical Failure;Bus Driver;Male;Adult
2016;01/02/2016;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;97;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;99;Selkent;Stagecoach;Bexley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;99;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;99;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;101;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;103;East London;Stagecoach;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;104;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;104;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;104;East London;Stagecoach;Newham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;105;Metroline;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2016;01/02/2016;105;Metroline;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2016;01/02/2016;106;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;108;London Central;Go-Ahead;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;109;Abellio London;Abellio;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2016;01/02/2016;109;Abellio London;Abellio;Lambeth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;110;London United;London United;Hounslow;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;119;Metrobus;Go-Ahead;Bromley;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Youth
2016;01/02/2016;120;London United;London United;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;120;London United;London United;Hounslow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;121;Arriva London North;Arriva London;Enfield;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;121;Arriva London North;Arriva London;Haringey;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;122;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;122;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;123;Arriva London North;Arriva London;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;125;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;131;London United;London United;Merton;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;131;London United;London United;Merton;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;132;London Central;Go-Ahead;Greenwich;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;133;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2016;01/02/2016;133;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;133;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;133;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;135;Docklands Buses;Go-Ahead;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;135;Docklands Buses;Go-Ahead;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;136;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Assault;Passenger;Female;Unknown
2016;01/02/2016;136;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;137;Arriva London South;Arriva London;Westminster;Injuries treated on scene;Collision Incident;Cyclist;Unknown;Unknown
2016;01/02/2016;140;Metroline;Metroline;Ealing;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Member Of Public;Female;Adult
2016;01/02/2016;141;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Pedestrian;Unknown;Unknown
2016;01/02/2016;141;Arriva London North;Arriva London;None London Borough;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Collision Incident;Passenger;Male;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Harrow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;Harrow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;142;Arriva The Shires;Arriva The Shires;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2016;01/02/2016;144;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2016;01/02/2016;144;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;145;East London;Stagecoach;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;145;East London;Stagecoach;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2016;01/02/2016;149;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2016;01/02/2016;149;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2016;01/02/2016;155;London General;Go-Ahead;Westminster;Reported Minor Injury - Treated at Hospital;Onboard Injuries;3rd Party driver / Occupant;Male;Adult
2016;01/02/2016;157;Abellio London;Abellio;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2016;01/02/2016;158;East London;Stagecoach;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;158;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2016;01/02/2016;159;Abellio London;Abellio;Westminster;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2016;01/02/2016;159;Abellio London;Abellio;Westminster;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2016;01/02/2016;159;Abellio London;Abellio;Westminster;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2016;01/02/2016;159;Abellio London;Abellio;Westminster;Reported Minor Injury - Treated at Hospital;Collision Incident;Bus Driver;Male;Adult
2016;01/02/2016;159;Abellio London;Abellio;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;160;Arriva Kent Thameside;Arriva Kent Thameside;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;161;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;161;Metrobus;Go-Ahead;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;162;Metrobus;Go-Ahead;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2016;01/02/2016;163;London General;Go-Ahead;Merton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;163;London General;Go-Ahead;Merton;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;165;East London;Stagecoach;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2016;01/02/2016;165;East London;Stagecoach;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;165;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Adult
2016;01/02/2016;168;Metroline;Metroline;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2016;01/02/2016;168;Metroline;Metroline;Lambeth;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2016;01/02/2016;169;East London;Stagecoach;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;169;East London;Stagecoach;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2016;01/02/2016;169;East London;Stagecoach;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
